unit,carriage,c_unload,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 
MIO_TKM,HIRE,BA,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BA,RO	17 	: 	4 	: 	4 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BA,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	1 	4 	0 	10 	4 	14 	: 	: 	1 	1 	3 	0 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BA,SI	36 	18 	18 	13 	15 	8 	10 	10 	6 	22 	19 	42 	13 	20 	38 	33 	43 	30 	24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BA,SK	: 	2 	: 	: 	: 	: 	: 	: 	12 	11 	8 	: 	6 	: 	11 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BA,UK	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	11 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,AT	55 	44 	60 	87 	82 	97 	108 	122 	101 	153 	213 	216 	264 	252 	261 	286 	302 	305 	233 	233 	237 	40 	30 	26 	29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,BG	24 	: 	43 	153 	52 	15 	36 	24 	19 	: 	224 	62 	93 	33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,CH	22 	10 	56 	49 	26 	38 	6 	110 	22 	25 	16 	18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,CY	0 	1 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 	: 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,CZ	227 	173 	289 	323 	536 	534 	585 	404 	487 	425 	345 	517 	480 	461 	336 	352 	512 	556 	272 	410 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,DE	1981 	2085 	2042 	2296 	2383 	2388 	2665 	2794 	2999 	2878 	2899 	3482 	3465 	3289 	3196 	2816 	2499 	2463 	2261 	1930 	1890 	1843 	2 	1391 	1356 	1255 	1007 	1061 	1121 	1053 	1053 	1103 	1018 	1014 	1088 	999 	927 	901 
MIO_TKM,HIRE,BE,DK	2 	42 	21 	11 	24 	33 	34 	30 	25 	42 	63 	67 	105 	103 	68 	111 	94 	43 	95 	102 	130 	159 	101 	110 	181 	146 	120 	90 	80 	78 	67 	68 	64 	66 	59 	62 	56 	57 
MIO_TKM,HIRE,BE,EE	: 	17 	32 	44 	65 	92 	49 	37 	34 	75 	14 	26 	40 	35 	33 	90 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,EL	150 	330 	94 	46 	48 	52 	7 	130 	64 	76 	54 	85 	221 	40 	18 	92 	78 	: 	: 	: 	: 	4 	3 	5 	12 	5 	30 	55 	37 	35 	55 	58 	44 	43 	51 	50 	55 	41 
MIO_TKM,HIRE,BE,ES	1511 	1714 	1850 	1326 	1616 	1411 	1352 	1308 	1394 	1348 	1213 	1696 	1629 	1338 	1239 	1595 	1127 	1329 	1139 	894 	705 	666 	608 	678 	484 	387 	195 	371 	438 	152 	197 	361 	301 	256 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5698 	6012 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,FI	: 	: 	: 	: 	18 	: 	14 	9 	24 	14 	4 	12 	21 	36 	22 	76 	33 	33 	15 	21 	11 	26 	27 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,FR	1203 	1207 	1269 	1273 	1313 	1488 	1576 	1571 	1776 	1608 	1463 	1828 	2082 	2192 	2039 	2083 	2138 	2078 	2166 	2225 	2662 	2294 	2240 	2382 	2084 	1831 	1600 	1773 	1370 	1440 	1416 	1205 	1017 	1053 	1096 	1082 	1021 	947 
MIO_TKM,HIRE,BE,HR	96 	94 	61 	28 	50 	38 	48 	32 	27 	21 	32 	36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,HU	225 	193 	201 	226 	241 	238 	240 	234 	208 	197 	198 	245 	245 	206 	174 	142 	154 	85 	129 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,IE	11 	16 	15 	28 	28 	17 	12 	15 	16 	9 	2 	11 	56 	5 	25 	12 	8 	28 	17 	28 	11 	: 	: 	: 	: 	: 	12 	4 	: 	6 	24 	8 	24 	15 	8 	6 	7 	11 
MIO_TKM,HIRE,BE,IT	292 	178 	253 	231 	144 	601 	555 	261 	572 	545 	485 	606 	465 	532 	1047 	914 	666 	856 	724 	566 	571 	: 	652 	466 	392 	356 	338 	392 	431 	351 	348 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,LI	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	1 	: 	: 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,LT	88 	195 	192 	65 	132 	171 	247 	219 	186 	123 	169 	96 	177 	265 	208 	157 	349 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,LU	105 	85 	95 	117 	122 	192 	184 	193 	170 	150 	133 	162 	169 	182 	161 	169 	181 	154 	155 	109 	87 	: 	14 	14 	14 	119 	108 	122 	: 	: 	: 	: 	: 	80 	54 	50 	46 	65 
MIO_TKM,HIRE,BE,LV	169 	62 	142 	163 	211 	98 	188 	134 	183 	107 	46 	124 	145 	57 	70 	49 	115 	41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,NL	3092 	3092 	2772 	2724 	2643 	2664 	2615 	3349 	3283 	3115 	2503 	2498 	2584 	2593 	2635 	2777 	2460 	2368 	2569 	2501 	2533 	2433 	2276 	2270 	2232 	2099 	1961 	1756 	1429 	1453 	1364 	1364 	1248 	1141 	1121 	1050 	949 	990 
MIO_TKM,HIRE,BE,NO	15 	16 	33 	31 	32 	2 	112 	11 	40 	13 	12 	99 	20 	35 	46 	60 	20 	37 	25 	46 	67 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,PL	2799 	2755 	2605 	2202 	1640 	1931 	1750 	1461 	1632 	1578 	1152 	1181 	1121 	955 	843 	963 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,PT	212 	219 	208 	109 	122 	283 	273 	369 	261 	313 	299 	272 	289 	394 	349 	275 	375 	307 	348 	153 	82 	242 	118 	253 	: 	14 	95 	206 	156 	75 	29 	26 	32 	40 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,RO	654 	336 	226 	297 	134 	265 	285 	223 	236 	230 	102 	249 	525 	766 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,SE	14 	0 	13 	19 	45 	20 	10 	34 	15 	30 	63 	27 	53 	62 	42 	30 	59 	67 	46 	70 	47 	45 	35 	40 	55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,SI	178 	68 	90 	100 	117 	122 	91 	74 	108 	107 	60 	93 	73 	97 	67 	51 	30 	32 	23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,SK	252 	119 	151 	184 	252 	281 	148 	200 	149 	235 	203 	280 	261 	247 	275 	205 	146 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,UK	271 	241 	274 	253 	301 	433 	406 	437 	457 	466 	351 	402 	407 	380 	363 	358 	353 	312 	374 	455 	404 	413 	410 	358 	288 	262 	232 	182 	163 	163 	135 	111 	128 	89 	105 	108 	93 	81 
MIO_TKM,HIRE,BG,AT	21 	3 	: 	: 	: 	: 	: 	4 	4 	6 	: 	21 	9 	3 	9 	5 	3 	6 	2 	3 	3 	0 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,BE	15 	0 	5 	2 	3 	: 	: 	6 	: 	: 	: 	1 	: 	: 	3 	2 	3 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,CY	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 	: 	0 	: 	0 	0 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,CZ	24 	21 	1 	19 	62 	8 	39 	32 	14 	48 	24 	34 	122 	45 	27 	137 	111 	59 	21 	74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,DE	8 	30 	27 	7 	15 	8 	: 	10 	10 	8 	24 	24 	38 	14 	27 	28 	15 	29 	3 	0 	1 	76 	44 	7 	112 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	4 	: 	7 	13 	4 	22 	: 	10 	9 	: 	9 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,EE	: 	31 	: 	: 	: 	27 	: 	10 	: 	2 	10 	18 	: 	9 	12 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,EL	95 	70 	27 	9 	8 	5 	3 	5 	14 	19 	: 	16 	28 	13 	4 	4 	26 	: 	: 	: 	: 	28 	20 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,ES	39 	: 	: 	38 	: 	: 	: 	44 	35 	: 	31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42 	29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,FR	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	12 	11 	7 	19 	20 	0 	20 	14 	: 	12 	14 	: 	11 	2 	3 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,HR	1 	6 	2 	: 	1 	2 	3 	2 	3 	1 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,HU	33 	45 	17 	11 	33 	19 	40 	34 	22 	38 	39 	43 	34 	26 	12 	18 	8 	2 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	39 	: 	: 	10 	17 	: 	: 	: 	22 	34 	: 	30 	: 	: 	0 	0 	0 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,LT	7 	: 	49 	39 	17 	14 	15 	: 	: 	26 	20 	15 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,LV	: 	40 	14 	10 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,NL	: 	11 	: 	: 	: 	: 	6 	7 	: 	4 	5 	19 	7 	22 	15 	9 	5 	31 	15 	21 	21 	0 	0 	0 	0 	0 	0 	0 	0 	7 	5 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,NO	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,PL	151 	212 	37 	257 	145 	154 	24 	198 	41 	55 	212 	75 	156 	25 	16 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,RO	64 	87 	107 	115 	104 	114 	96 	88 	95 	56 	77 	44 	35 	74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,SE	: 	: 	: 	: 	: 	: 	: 	44 	: 	: 	: 	: 	3 	: 	: 	14 	: 	: 	: 	1 	1 	1 	: 	0 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,SI	: 	3 	5 	: 	: 	2 	2 	: 	14 	14 	6 	5 	1 	6 	3 	1 	: 	0 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,SK	17 	35 	22 	35 	: 	: 	16 	15 	20 	3 	28 	31 	28 	9 	10 	: 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,UK	: 	: 	: 	: 	: 	: 	2 	6 	4 	0 	: 	: 	: 	: 	: 	: 	: 	: 	12 	: 	9 	7 	: 	8 	13 	15 	21 	15 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BH,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,AT	: 	: 	: 	: 	24 	: 	: 	: 	: 	: 	3 	: 	: 	: 	0 	1 	1 	1 	3 	1 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,BG	: 	10 	: 	: 	79 	: 	52 	: 	4 	22 	: 	: 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,CZ	0 	: 	: 	: 	15 	2 	: 	22 	: 	12 	8 	: 	9 	1 	: 	1 	12 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,DE	2 	: 	15 	: 	7 	9 	7 	2 	: 	: 	: 	16 	13 	4 	15 	1 	12 	5 	10 	: 	: 	55 	11 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,EE	: 	: 	: 	8 	9 	16 	16 	20 	16 	11 	5 	17 	12 	13 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,EL	: 	: 	43 	: 	: 	: 	4 	: 	: 	: 	5 	7 	29 	16 	9 	: 	: 	: 	: 	: 	: 	2 	5 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,ES	: 	: 	: 	: 	: 	37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,HR	9 	: 	: 	3 	2 	10 	9 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,HU	: 	0 	0 	0 	1 	1 	0 	10 	9 	5 	1 	: 	13 	8 	3 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 	: 	: 	: 	: 	8 	: 	: 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,LT	151 	107 	144 	94 	103 	150 	182 	109 	71 	92 	45 	63 	45 	30 	16 	21 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,LV	42 	60 	48 	26 	51 	94 	82 	68 	43 	58 	23 	59 	55 	21 	22 	27 	22 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,NL	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	9 	5 	: 	: 	: 	: 	0 	1 	1 	0 	2 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,PL	403 	235 	184 	196 	142 	200 	238 	353 	182 	190 	85 	172 	122 	104 	122 	98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,RO	: 	: 	: 	: 	3 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,SI	: 	: 	: 	: 	4 	: 	: 	: 	7 	2 	: 	14 	7 	11 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,SK	2 	: 	: 	: 	: 	: 	13 	8 	5 	2 	: 	: 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,AT	98 	140 	136 	150 	134 	137 	176 	217 	219 	246 	231 	185 	216 	217 	197 	214 	209 	196 	180 	181 	170 	96 	92 	92 	141 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,BE	77 	79 	65 	96 	97 	56 	51 	59 	68 	86 	90 	73 	115 	105 	131 	135 	143 	171 	205 	134 	105 	138 	124 	132 	: 	48 	52 	67 	79 	87 	125 	111 	99 	0 	69 	78 	0 	0 
MIO_TKM,HIRE,CH,BG	: 	24 	39 	: 	: 	18 	19 	: 	: 	25 	75 	34 	: 	64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,CY	0 	0 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,CZ	84 	90 	85 	121 	210 	191 	242 	202 	211 	163 	220 	154 	140 	173 	109 	134 	160 	105 	84 	108 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,DE	1752 	1873 	1901 	2116 	2172 	2253 	2295 	2213 	2347 	2244 	1894 	2194 	2117 	2053 	2085 	1870 	1794 	1319 	1248 	1088 	1123 	887 	810 	805 	810 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,HIRE,CH,DK	3 	21 	10 	11 	10 	26 	12 	30 	18 	19 	66 	91 	83 	87 	120 	72 	128 	129 	127 	104 	122 	97 	115 	118 	115 	118 	151 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,HIRE,CH,EE	: 	9 	5 	: 	: 	18 	19 	: 	16 	20 	: 	42 	22 	: 	11 	: 	33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,EL	12 	45 	58 	50 	24 	26 	13 	23 	19 	9 	16 	26 	12 	8 	15 	32 	17 	: 	: 	: 	: 	2 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,HIRE,CH,ES	768 	552 	676 	474 	695 	688 	485 	383 	393 	393 	558 	502 	280 	399 	432 	402 	432 	321 	269 	308 	207 	282 	218 	231 	221 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1338 	1157 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,FI	: 	: 	: 	: 	: 	: 	19 	: 	: 	0 	2 	4 	1 	: 	9 	15 	1 	2 	2 	6 	17 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,FR	355 	413 	463 	461 	443 	463 	482 	535 	458 	465 	363 	441 	476 	443 	481 	571 	518 	587 	492 	634 	617 	524 	0 	584 	479 	389 	380 	387 	285 	335 	388 	294 	254 	236 	256 	258 	187 	0 
MIO_TKM,HIRE,CH,HR	24 	39 	19 	8 	16 	31 	27 	33 	5 	8 	31 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,HU	103 	69 	106 	73 	80 	78 	107 	49 	122 	68 	89 	79 	65 	46 	53 	41 	28 	21 	41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,IE	12 	21 	25 	14 	20 	11 	12 	22 	15 	10 	15 	17 	: 	2 	24 	4 	10 	6 	3 	6 	6 	: 	: 	: 	: 	: 	6 	: 	5 	5 	5 	4 	: 	: 	4 	4 	1 	: 
MIO_TKM,HIRE,CH,IT	659 	611 	492 	445 	364 	655 	632 	647 	733 	835 	760 	696 	382 	544 	644 	619 	595 	434 	555 	477 	494 	: 	387 	1002 	413 	440 	413 	435 	580 	280 	364 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,LI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
