direct,unit,rep_mar\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 
OUT,THS_T,IE_0IEGWY	178 	33 	146 	128 	137 	142 	92 	72 	43 	38 	37 	63 	47 	37 	32 	35 	28 	24 	23 	19 	2 	8 	10 
OUT,THS_T,IE_0IEKBS	58 	28 	31 	16 	32 	47 	65 	117 	34 	78 	79 	86 	59 	25 	37 	53 	55 	68 	50 	62 	7 	48 	61 
OUT,THS_T,IE_0IEKLN	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	2 	7 	1 	0 	0 	0 
OUT,THS_T,IE_0IEKLR	: 	: 	: 	: 	: 	: 	2 	3 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
OUT,THS_T,IE_0IELMK	2436 	2501 	2761 	2616 	2348 	4213 	1934 	1886 	2098 	1957 	1399 	2095 	2060 	1992 	1901 	1762 	1724 	1672 	1685 	1557 	1532 	1428 	1309 
OUT,THS_T,IE_0IENRS	41 	11 	34 	6 	: 	: 	: 	: 	18 	15 	93 	171 	133 	190 	238 	206 	162 	135 	142 	193 	187 	141 	148 
OUT,THS_T,IE_0IEORK	3093 	3284 	3188 	3240 	3686 	3304 	3262 	3367 	3322 	3024 	2945 	3378 	3394 	3407 	3555 	3037 	3252 	3319 	3632 	3675 	3019 	3466 	3251 
OUT,THS_T,IE_0IEROS	1145 	1199 	1218 	1225 	1186 	1142 	1120 	1084 	1213 	1348 	1285 	1427 	1521 	1428 	1248 	1112 	1016 	998 	894 	866 	874 	822 	704 
OUT,THS_T,IE_0IESLI	24 	13 	8 	15 	4 	2 	2 	15 	21 	21 	22 	25 	15 	11 	6 	19 	16 	12 	0 	0 	0 	0 	1 
OUT,THS_T,IE_0IETRA	23 	28 	34 	23 	32 	30 	26 	24 	19 	12 	17 	14 	19 	12 	9 	9 	6 	15 	14 	9 	7 	6 	3 
OUT,THS_T,IE_0IEWAT	342 	278 	228 	203 	284 	237 	216 	206 	316 	281 	399 	530 	600 	612 	626 	641 	635 	575 	586 	600 	582 	519 	391 
OUT,THS_T,IE_0IEWIC	62 	67 	46 	91 	64 	60 	121 	46 	69 	41 	20 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 
OUT,THS_T,IE_0IEYOU	: 	: 	: 	: 	2 	: 	5 	9 	15 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
OUT,THS_T,IS	: 	2180 	2177 	2147 	2379 	: 	: 	: 	: 	: 	: 	: 	: 	1858 	1817 	1868 	1801 	1752 	1847 	1934 	1892 	1876 	: 
OUT,THS_T,IS_0IS888	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OUT,THS_T,IS_0ISAKR	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	77 	53 	69 	48 	34 	102 	115 	123 	112 	: 
OUT,THS_T,IS_0ISAKU	: 	52 	42 	38 	36 	: 	: 	: 	: 	: 	: 	: 	: 	25 	26 	48 	46 	56 	30 	48 	76 	68 	: 
OUT,THS_T,IS_0ISASS	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	1 	0 	0 	0 	0 	0 	0 	: 	: 
OUT,THS_T,IS_0ISBAK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
OUT,THS_T,IS_0ISBGJ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 
OUT,THS_T,IS_0ISBIL	: 	66 	0 	50 	52 	: 	: 	: 	: 	: 	: 	: 	: 	12 	3 	1 	: 	: 	: 	: 	: 	: 	: 
OUT,THS_T,IS_0ISBLO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
OUT,THS_T,IS_0ISBOL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	2 	2 	3 	6 	10 	8 	3 	6 	: 
OUT,THS_T,IS_0ISBRE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
OUT,THS_T,IS_0ISBRJ	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
OUT,THS_T,IS_0ISDAL	: 	1 	2 	2 	3 	: 	: 	: 	: 	: 	: 	: 	: 	2 	6 	8 	12 	11 	11 	15 	17 	17 	: 
OUT,THS_T,IS_0ISDJU	: 	0 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	3 	8 	13 	10 	0 	6 	9 	5 	: 
OUT,THS_T,IS_0ISESK	: 	55 	39 	19 	22 	: 	: 	: 	: 	: 	: 	: 	: 	33 	52 	75 	60 	89 	126 	68 	57 	56 	: 
OUT,THS_T,IS_0ISFAS	: 	27 	36 	14 	29 	: 	: 	: 	: 	: 	: 	: 	: 	11 	23 	22 	32 	22 	22 	23 	21 	21 	: 
OUT,THS_T,IS_0ISFLA	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
OUT,THS_T,IS_0ISGRF	: 	0 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
OUT,THS_T,IS_0ISGRI	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	3 	8 	30 	23 	27 	22 	14 	15 	: 
OUT,THS_T,IS_0ISGRT	: 	482 	463 	460 	479 	: 	: 	: 	: 	: 	: 	: 	: 	292 	219 	236 	216 	232 	197 	170 	122 	74 	: 
OUT,THS_T,IS_0ISGRY	: 	0 	0 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	3 	2 	3 	3 	3 	3 	2 	: 	2 	: 
OUT,THS_T,IS_0ISHAF	: 	0 	37 	30 	31 	: 	: 	: 	: 	: 	: 	: 	: 	40 	44 	54 	39 	43 	38 	31 	42 	54 	: 
OUT,THS_T,IS_0ISHFN	: 	24 	26 	24 	30 	: 	: 	: 	: 	: 	: 	: 	: 	56 	34 	26 	18 	13 	11 	13 	20 	20 	: 
OUT,THS_T,IS_0ISHRI	: 	0 	0 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	0 	1 	1 	1 	1 	2 	2 	: 
OUT,THS_T,IS_0ISHUS	: 	19 	4 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0 	27 	39 	38 	38 	34 	37 	35 	: 
OUT,THS_T,IS_0ISHVK	: 	1 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	1 	0 	0 	0 	0 	: 	: 	: 
OUT,THS_T,IS_0ISHVM	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
OUT,THS_T,IS_0ISHVR	: 	0 	0 	0 	37 	: 	: 	: 	: 	: 	: 	: 	: 	35 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OUT,THS_T,IS_0ISISA	: 	11 	14 	16 	16 	: 	: 	: 	: 	: 	: 	: 	: 	3 	11 	4 	21 	22 	19 	22 	32 	50 	: 
OUT,THS_T,IS_0ISKEF	: 	18 	26 	19 	33 	: 	: 	: 	: 	: 	: 	: 	: 	11 	14 	12 	14 	17 	17 	17 	24 	19 	: 
OUT,THS_T,IS_0ISKOP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
OUT,THS_T,IS_0ISKOV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 	14 	22 	15 	0 	: 	: 	: 	: 	: 
OUT,THS_T,IS_0ISNES	: 	45 	16 	71 	97 	: 	: 	: 	: 	: 	: 	: 	: 	81 	83 	80 	77 	51 	53 	46 	40 	38 	: 
OUT,THS_T,IS_0ISNOU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	0 	: 	: 	: 
OUT,THS_T,IS_0ISOLF	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	3 	2 	0 	0 	0 	0 	0 	1 	: 
OUT,THS_T,IS_0ISOLV	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	1 	0 	0 	0 	0 	: 	: 
OUT,THS_T,IS_0ISPAT	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	1 	4 	6 	4 	5 	6 	7 	7 	: 
OUT,THS_T,IS_0ISRAU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	1 	8 	12 	6 	4 	13 	16 	17 	: 
OUT,THS_T,IS_0ISREY	: 	454 	446 	578 	540 	: 	: 	: 	: 	: 	: 	: 	: 	728 	669 	589 	600 	558 	639 	682 	738 	718 	: 
OUT,THS_T,IS_0ISRFJ	: 	514 	476 	335 	454 	: 	: 	: 	: 	: 	: 	: 	: 	11 	17 	21 	4 	8 	4 	7 	11 	16 	: 
OUT,THS_T,IS_0ISRHA	: 	2 	1 	2 	2 	: 	: 	: 	: 	: 	: 	: 	: 	3 	3 	3 	3 	3 	2 	2 	: 	: 	: 
OUT,THS_T,IS_0ISRIF	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	2 	0 	3 	15 	: 
OUT,THS_T,IS_0ISSAN	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 	22 	20 	19 	23 	22 	20 	19 	21 	: 
OUT,THS_T,IS_0ISSAU	: 	31 	17 	17 	15 	: 	: 	: 	: 	: 	: 	: 	: 	2 	2 	7 	8 	6 	8 	22 	15 	10 	: 
OUT,THS_T,IS_0ISSEY	: 	34 	33 	26 	57 	: 	: 	: 	: 	: 	: 	: 	: 	26 	57 	46 	44 	38 	32 	34 	48 	40 	: 
OUT,THS_T,IS_0ISSIG	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	8 	8 	10 	26 	18 	24 	25 	26 	: 
OUT,THS_T,IS_0ISSKA	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0 	0 	0 	0 	0 	0 	: 	: 	: 
OUT,THS_T,IS_0ISSTD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 	: 	2 	: 
OUT,THS_T,IS_0ISSTR	: 	46 	259 	221 	230 	: 	: 	: 	: 	: 	: 	: 	: 	174 	195 	212 	215 	208 	186 	183 	188 	179 	: 
OUT,THS_T,IS_0ISSTY	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
OUT,THS_T,IS_0ISSUD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
OUT,THS_T,IS_0ISSUV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
OUT,THS_T,IS_0ISTAL	: 	0 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0 	0 	0 	0 	: 	0 	: 	: 	: 
OUT,THS_T,IS_0ISTEY	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	1 	0 	0 	: 	: 	: 
OUT,THS_T,IS_0ISTHH	: 	157 	108 	73 	49 	: 	: 	: 	: 	: 	: 	: 	: 	74 	94 	84 	50 	63 	76 	164 	89 	119 	: 
OUT,THS_T,IS_0ISTHO	: 	20 	0 	30 	30 	: 	: 	: 	: 	: 	: 	: 	: 	10 	18 	16 	19 	21 	26 	28 	16 	24 	: 
OUT,THS_T,IS_0ISVES	: 	77 	85 	82 	91 	: 	: 	: 	: 	: 	: 	: 	: 	83 	98 	108 	95 	84 	92 	81 	56 	67 	: 
OUT,THS_T,IS_0ISVPN	: 	43 	42 	35 	40 	: 	: 	: 	: 	: 	: 	: 	: 	23 	32 	35 	30 	29 	26 	28 	19 	21 	: 
OUT,THS_T,IT	193069 	189759 	170920 	165949 	165515 	159150 	159440 	171066 	172559 	169634 	152990 	167466 	173955 	162076 	160711 	146610 	142209 	135134 	126390 	131486 	134484 	139281 	136184 
OUT,THS_T,IT_0IT001	53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OUT,THS_T,IT_0IT002	208 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OUT,THS_T,IT_0IT003	138 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OUT,THS_T,IT_0IT004	428 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OUT,THS_T,IT_0IT888	1144 	599 	121 	123 	92 	131 	88 	70 	29 	316 	2360 	698 	935 	1203 	1727 	549 	624 	1389 	3642 	3032 	: 	: 	: 
OUT,THS_T,IT_0IT88D	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OUT,THS_T,IT_0IT88P	60 	27 	35 	40 	2 	108 	133 	16 	16 	0 	97 	3 	6 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 
OUT,THS_T,IT_0IT88Q	11 	: 	: 	58 	: 	53 	: 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OUT,THS_T,IT_0ITAHO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	1329 	: 
OUT,THS_T,IT_0ITALI	: 	0 	7 	0 	1 	0 	1 	1 	2 	6 	0 	0 	51 	0 	0 	1 	1 	0 	1 	0 	0 	0 	0 
OUT,THS_T,IT_0ITAMA	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	16 	0 	: 	: 
OUT,THS_T,IT_0ITANZ	0 	3 	31 	2 	7 	14 	9 	10 	27 	79 	1 	5 	32 	6 	16 	63 	64 	97 	18 	2 	22 	41 	26 
OUT,THS_T,IT_0ITAOI	2750 	2832 	2546 	2398 	2454 	2024 	1948 	2216 	2189 	2626 	2354 	2277 	1967 	1831 	1594 	1563 	1531 	1755 	1741 	1971 	2579 	2351 	1989 
OUT,THS_T,IT_0ITATX	105 	214 	142 	133 	34 	13 	28 	16 	13 	13 	8 	7 	31 	15 	15 	38 	47 	51 	9 	2 	61 	67 	63 
OUT,THS_T,IT_0ITAUG	11447 	10849 	9139 	8737 	8085 	9751 	11506 	11146 	10531 	10600 	10089 	11830 	13675 	14118 	15316 	14320 	14331 	13425 	12049 	13030 	13199 	14690 	13114 
OUT,THS_T,IT_0ITBAI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31 	38 	19 	52 	19 
OUT,THS_T,IT_0ITBDS	2083 	2512 	2801 	3076 	2031 	2089 	1533 	1869 	1761 	2237 	910 	1722 	1916 	1540 	1656 	1476 	1537 	1021 	1627 	2613 	2045 	2582 	2068 
OUT,THS_T,IT_0ITBLN	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	0 	: 
OUT,THS_T,IT_0ITBLT	129 	97 	200 	90 	203 	114 	348 	269 	235 	197 	109 	400 	394 	513 	524 	513 	601 	355 	310 	327 	275 	355 	360 
OUT,THS_T,IT_0ITBRI	2093 	2433 	1656 	1589 	1262 	1262 	1193 	1377 	1661 	1395 	969 	870 	1015 	1077 	796 	864 	918 	1010 	710 	766 	702 	757 	706 
OUT,THS_T,IT_0ITCAG	7295 	6510 	6117 	7237 	8405 	7370 	6940 	6570 	5789 	4231 	4217 	4669 	4814 	4784 	4767 	5099 	2779 	2453 	2718 	2363 	2316 	2487 	2005 
OUT,THS_T,IT_0ITCAS	23 	98 	46 	29 	18 	27 	270 	333 	234 	145 	3 	264 	368 	339 	380 	294 	365 	475 	237 	74 	14 	83 	138 
OUT,THS_T,IT_0ITCGC	: 	: 	92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OUT,THS_T,IT_0ITCHI	705 	459 	612 	933 	723 	799 	983 	1431 	1249 	978 	1353 	1015 	802 	930 	815 	721 	678 	719 	646 	792 	577 	497 	688 
OUT,THS_T,IT_0ITCLF	0 	64 	5 	135 	78 	90 	75 	7 	8 	1 	0 	0 	3 	0 	6 	1 	12 	4 	5 	15 	138 	148 	125 
OUT,THS_T,IT_0ITCLS	67 	0 	4 	31 	11 	14 	16 	12 	10 	11 	0 	10 	14 	15 	17 	23 	26 	21 	20 	15 	52 	32 	8 
OUT,THS_T,IT_0ITCML	: 	36 	22 	9 	4 	35 	4 	38 	45 	39 	0 	55 	96 	88 	97 	78 	81 	16 	56 	72 	133 	115 	11 
OUT,THS_T,IT_0ITCPA	7 	4 	3 	2 	2 	2 	2 	6 	1 	2 	2 	2 	2 	1 	1 	0 	0 	0 	66 	0 	1 	2 	3 
OUT,THS_T,IT_0ITCRV	4 	55 	92 	31 	92 	34 	80 	83 	124 	35 	62 	41 	106 	276 	359 	21 	55 	53 	174 	241 	384 	409 	570 
OUT,THS_T,IT_0ITCTA	2360 	2818 	2161 	1884 	1622 	1108 	1518 	1451 	1316 	1490 	748 	778 	735 	685 	908 	978 	727 	413 	322 	304 	312 	221 	270 
OUT,THS_T,IT_0ITCTR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	15 	29 	24 	46 	33 	38 	39 	40 	521 	34 	74 
OUT,THS_T,IT_0ITCVV	3801 	3916 	3375 	3405 	3460 	2786 	2838 	3247 	2145 	2512 	1655 	1689 	1965 	1508 	1396 	1136 	1092 	993 	1031 	1113 	2373 	2515 	2307 
OUT,THS_T,IT_0ITCVX	: 	4 	1 	2 	5 	11 	9 	8 	11 	17 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	: 
OUT,THS_T,IT_0ITFAL	1521 	1707 	1644 	1717 	1519 	1359 	580 	788 	1306 	1375 	1541 	1836 	1627 	912 	1191 	941 	1169 	872 	855 	839 	1183 	967 	1114 
OUT,THS_T,IT_0ITFAV	: 	38 	22 	25 	11 	39 	9 	37 	50 	47 	0 	9 	9 	10 	8 	0 	2 	5 	21 	17 	39 	74 	30 
OUT,THS_T,IT_0ITFCO	183 	144 	135 	60 	9 	153 	186 	1253 	1501 	657 	946 	1085 	1120 	1235 	1055 	835 	625 	561 	734 	792 	779 	1023 	1031 
OUT,THS_T,IT_0ITFOM	48 	28 	7 	16 	18 	41 	103 	109 	153 	98 	38 	49 	40 	36 	101 	76 	85 	44 	107 	52 	21 	20 	18 
OUT,THS_T,IT_0ITFPO	: 	0 	0 	0 	2 	1 	4 	4 	2 	2 	0 	1 	1 	1 	1 	2 	3 	1 	3 	1 	2 	0 	0 
OUT,THS_T,IT_0ITGAE	108 	336 	283 	328 	240 	491 	395 	366 	383 	133 	174 	298 	271 	256 	433 	191 	371 	142 	117 	118 	175 	315 	399 
OUT,THS_T,IT_0ITGAI	178 	272 	223 	138 	68 	82 	103 	106 	123 	112 	126 	113 	319 	354 	366 	341 	335 	347 	404 	649 	1177 	1431 	1469 
OUT,THS_T,IT_0ITGAL	363 	445 	84 	244 	473 	535 	464 	68 	88 	265 	316 	336 	290 	269 	330 	301 	171 	173 	341 	397 	159 	255 	219 
OUT,THS_T,IT_0ITGEA	847 	1044 	894 	1278 	1642 	1774 	1441 	2328 	4056 	3460 	3424 	4114 	4086 	3323 	3414 	3610 	3062 	3260 	3648 	4089 	3767 	3734 	3741 
OUT,THS_T,IT_0ITGIA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	1 	0 	0 	0 	0 	0 	0 	5 	0 	0 	: 
OUT,THS_T,IT_0ITGII	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 
OUT,THS_T,IT_0ITGIT	9800 	14085 	11873 	13505 	13446 	14158 	14236 	14035 	13442 	16690 	16867 	15293 	15477 	14472 	14945 	14561 	12828 	12832 	10387 	10898 	8056 	5955 	5317 
OUT,THS_T,IT_0ITGOA	20791 	20547 	20979 	17168 	15472 	14121 	13317 	12450 	11553 	11305 	11437 	12297 	12268 	11041 	11345 	11349 	11844 	10672 	10679 	10617 	10488 	10395 	8641 
OUT,THS_T,IT_0ITGOR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0 	0 	0 	0 	0 	0 	26 	0 	0 	0 	0 
OUT,THS_T,IT_0ITGRD	: 	0 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
OUT,THS_T,IT_0ITIDG	5 	5 	5 	3 	4 	4 	6 	5 	8 	6 	0 	2 	3 	4 	2 	3 	2 	3 	2 	1 	35 	37 	43 
OUT,THS_T,IT_0ITIMP	27 	5 	1 	4 	3 	16 	: 	: 	7 	63 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OUT,THS_T,IT_0ITISS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 
OUT,THS_T,IT_0ITLEV	: 	32 	3 	42 	0 	2 	1 	2 	8 	14 	7 	7 	9 	3 	0 	3 	2 	1 	1 	1 	0 	1 	2 
OUT,THS_T,IT_0ITLIC	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	3 	10 	36 	4 	1 	4 	2 	12 	4 	8 	0 
OUT,THS_T,IT_0ITLIP	: 	340 	276 	18 	26 	10 	78 	202 	87 	49 	10 	48 	205 	361 	383 	346 	294 	235 	224 	196 	161 	118 	95 
OUT,THS_T,IT_0ITLIU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	1 	0 	0 	0 	5 	4 	1 	2 	4 
OUT,THS_T,IT_0ITLIV	15106 	13311 	11991 	11880 	11113 	8892 	8880 	8016 	9628 	9037 	7935 	7451 	10891 	7533 	8018 	6571 	7349 	7467 	6207 	5686 	7085 	6444 	6892 
OUT,THS_T,IT_0ITLMP	49 	44 	10 	17 	33 	30 	27 	81 	149 	57 	44 	29 	22 	16 	9 	5 	6 	5 	12 	11 	21 	19 	19 
OUT,THS_T,IT_0ITMAZ	: 	4 	14 	4 	: 	5 	28 	41 	65 	107 	93 	17 	58 	52 	27 	80 	108 	70 	47 	101 	70 	40 	92 
OUT,THS_T,IT_0ITMDA	19 	41 	8 	176 	1 	13 	293 	0 	0 	0 	3 	48 	2 	0 	5 	6 	4 	14 	0 	0 	431 	333 	488 
OUT,THS_T,IT_0ITMDC	2130 	1267 	971 	750 	765 	942 	1019 	1578 	1342 	1276 	1224 	951 	963 	1224 	1192 	1119 	999 	1204 	1429 	1601 	1494 	1527 	1183 
OUT,THS_T,IT_0ITMFR	93 	146 	285 	55 	156 	159 	444 	505 	452 	396 	474 	483 	544 	517 	511 	406 	194 	211 	131 	158 	194 	52 	152 
OUT,THS_T,IT_0ITMLZ	10614 	9591 	10563 	8697 	11284 	10843 	9118 	8587 	8814 	7323 	3912 	6587 	7897 	7778 	8056 	6533 	7326 	6484 	5794 	4957 	5192 	5187 	3773 
OUT,THS_T,IT_0ITMMO	: 	4 	3 	17 	8 	25 	0 	11 	7 	4 	0 	13 	7 	5 	1 	5 	5 	1 	4 	2 	0 	0 	4 
OUT,THS_T,IT_0ITMNF	821 	839 	830 	695 	703 	835 	490 	584 	363 	399 	790 	524 	521 	464 	427 	474 	213 	325 	363 	338 	246 	316 	366 
OUT,THS_T,IT_0ITMNP	169 	79 	72 	81 	116 	129 	109 	72 	130 	66 	52 	54 	80 	58 	16 	2 	2 	6 	4 	4 	5 	14 	3 
OUT,THS_T,IT_0ITMOL	: 	88 	66 	80 	58 	82 	80 	81 	68 	56 	86 	67 	84 	49 	32 	59 	29 	42 	47 	28 	7 	19 	19 
OUT,THS_T,IT_0ITMRA	: 	0 	3 	7 	5 	6 	8 	22 	10 	7 	14 	18 	16 	8 	7 	27 	33 	30 	121 	162 	208 	126 	144 
OUT,THS_T,IT_0ITMSN	3269 	3288 	3099 	3146 	3847 	4414 	4331 	4360 	4996 	5150 	1420 	1995 	2163 	1191 	983 	777 	1142 	786 	202 	521 	748 	113 	20 
OUT,THS_T,IT_0ITNAP	6288 	5718 	5129 	5147 	5592 	4977 	3497 	3420 	3687 	5062 	3265 	2979 	3231 	3427 	3093 	3047 	4016 	3729 	3983 	4186 	4565 	5473 	6398 
OUT,THS_T,IT_0ITOLB	2438 	2443 	2236 	2258 	2324 	2312 	3042 	3546 	3855 	4188 	5157 	5606 	3832 	2513 	2379 	2236 	2202 	2105 	2131 	2093 	2962 	2654 	2712 
OUT,THS_T,IT_0ITONE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	2 	2 	8 	25 	21 	: 	: 	: 	13 	14 	3 
OUT,THS_T,IT_0ITOTN	107 	152 	124 	137 	69 	111 	49 	89 	97 	56 	56 	104 	75 	86 	63 	58 	74 	126 	105 	108 	217 	121 	73 
OUT,THS_T,IT_0ITOTO	1 	6 	14 	26 	45 	102 	228 	499 	636 	400 	246 	316 	356 	484 	534 	418 	355 	500 	441 	545 	395 	400 	173 
OUT,THS_T,IT_0ITPAN	: 	0 	0 	0 	3 	1 	4 	4 	2 	2 	0 	1 	1 	1 	1 	2 	3 	1 	24 	5 	2 	8 	12 
OUT,THS_T,IT_0ITPAU	263 	214 	201 	463 	1509 	1460 	1010 	151 	177 	176 	100 	0 	0 	0 	58 	105 	90 	100 	301 	283 	671 	713 	763 
OUT,THS_T,IT_0ITPAZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	2 	1 	1 	2 	0 	0 	0 	0 	5 	9 
OUT,THS_T,IT_0ITPCE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	0 	: 
OUT,THS_T,IT_0ITPCH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
OUT,THS_T,IT_0ITPDI	: 	26 	24 	12 	16 	12 	13 	26 	43 	46 	148 	40 	50 	140 	199 	147 	174 	79 	78 	92 	157 	228 	198 
OUT,THS_T,IT_0ITPEM	531 	509 	682 	166 	451 	348 	988 	1078 	1626 	937 	212 	434 	199 	961 	926 	606 	765 	717 	556 	503 	612 	554 	655 
OUT,THS_T,IT_0ITPES	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	4 	16 	13 	8 	8 	9 	15 	25 	32 	39 	37 
